Column1;Course code;Course Name;Long descrition;Description;Prerequisites:;Semester;Format;CRN;Subject;Course;Type;Credits;Instructor;Status
34;BIOL 302 ;Fundamentals of Genetics and Genomics.;"Trait variation within and across populations and species,and how this reflects variation within genomes. Case studies and problem-solving approaches will be used to illustrate the tools of genomics, molecular genetics and classical genetics, and how they are employed to understand the mechanisms of phenotypic variation.Topics will include evolutionary, developmental and human genetics. Application of multiple levels of genetic analysis, formulation, and testing of hypotheses on critical topics ranging from evolution to developmental biology to human genetics. 
 
 Prerequisites: BIOL 200 or BIOL 219; BIOL 215, or permission of instructor.
 Restrictions: Not open to students who have taken or are taking BIOL202.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Midterm Exam, Conference 
 
 Faculty of Science 
 Biology Department";Trait variation within and across populations and species,and how this reflects variation within genomes. Case studies and problem-solving approaches will be used to illustrate the tools of genomics, molecular genetics and classical genetics, and how they are employed to understand the mechanisms of phenotypic variation.Topics will include evolutionary, developmental and human genetics. Application of multiple levels of genetic analysis, formulation, and testing of hypotheses on critical topics ranging from evolution to developmental biology to human genetics. ;"BIOL 200 or BIOL 219; BIOL 215, or permission of instructor.";;;1447;BIOL;302;Lecture;30;Tamara Lynn Western, Daniel J  Schoen, Paul  Lasko;Active
35;BIOL 304 ;Evolution.;"A comprehensive introduction to evolutionary biology. It covers both short-term and long-term evolutionary processes. Topics include the history of life, the origin of species, adaptation, natural selection and sexual selection. 
 

 2 hours lecture 3 hours lab
 Prerequisite: BIOL 205 and BIOL 215 or ENVR 202
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Laboratory, Midterm Exam 
 All Sections for this Course 
 
 Faculty of Science 
 Biology Department";A comprehensive introduction to evolutionary biology. It covers both short-term and long-term evolutionary processes. Topics include the history of life, the origin of species, adaptation, natural selection and sexual selection. ;BIOL 205 and BIOL 215 or ENVR 202; Fall; 2 hours lecture 3 hours lab;1453;BIOL;304;Lecture;30;Shaun  Turney, Graham  Bell;Active
36;BIOL 306 ;Neural Basis of Behaviour.;"Neural mechanisms of animal behaviour; neuroethology; cellular neurophysiology, integrative networks within nervous systems; neural control of movement; processing of sensory information. 
 
 Fall
 3 hours lecture
 Prerequisite: PHYS 102 or PHYS 142 or CEGEP Physics, and one of the following: BIOL 216, NSCI 200, or PHGY 209, or permission of the instructor.
 Restriction: Not open to students who have taken PSYC 308.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Midterm Exam, Optional Tutorial 
 
 Faculty of Science 
 Biology Department";;PHYS 102 or PHYS 142 or CEGEP Physics, and one of the following: BIOL 216, NSCI 200, or PHGY 209, or permission of the instructor.; Fall;;1456;BIOL;306;Lecture;30;Jon  Sakata, Joseph Alan  Dent;Active
37;BIOL 309 ;Mathematical Models in Biology.;"Application of finite difference and differential equations to problems in cell and developmental biology, ecology and physiology. Qualitative, quantitative and graphical techniques are used to analyze mathematical models and to compare theoretical predictions with experimental data. 
 
 Fall
 3 hours lecture
 Prerequisites:BIOL 200, BIOL 201 (or ANAT 212/BIOC 212); or BIOL 219
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Midterm Exam, Optional Tutorial, Conference 
 
 Faculty of Science 
 Biology Department";Application of finite difference and differential equations to problems in cell and developmental biology, ecology and physiology. Qualitative, quantitative and graphical techniques are used to analyze mathematical models and to compare theoretical predictions with experimental data. ;"BIOL 200, BIOL 201 (or ANAT 212/BIOC 212); or BIOL 219"; Fall;;1457;BIOL;309;Lecture;30;Gil  Bub;Active
38;BIOL 334D2 ;Applied Tropical Ecology.;"See BIOL 334D1 for course description. 
 
 Winter, Summer
 Prerequisites: BIOL 206; and BIOL 215 or both ENVR 200 and ENVR 202; and permission of the instructor.
 Students must register for both BIOL 334D1 and BIOL 334D2.
 No credit will be given for this course unless both BIOL 334D1 and BIOL 334D2 are successfully completed in consecutive terms
 This course, given in Barbados, has an additional fee of $1,694.83 to cover the costs of room and board at Bellairs Research Institute, the course pack and all other expenses during the course. It does not cover tuition, airfare, flight insurance, airport taxes, meals in transit, or the cost of supplementary health insurance. The fee is only refundable prior to the deadline to withdraw with full refund
 
 1.500 Credit hours 
 
 Schedule Types: Field Course (GDEU) 
 
 Faculty of Science 
 Biology Department";" This course, given in Barbados, has an additional fee of $1,694.83 to cover the costs of room and board at Bellairs Research Institute, the course pack and all other expenses during the course. It does not cover tuition, airfare, flight insurance, airport taxes, meals in transit, or the cost of supplementary health insurance. The fee is only refundable prior to the deadline to withdraw with full refund
 ";"BIOL 206; and BIOL 215 or both ENVR 200 and ENVR 202; and permission of the instructor.";Winter;;5544;BIOL;334D2;Field Course (GDEU);15;TBA;Active
39;BIOL 370 ;Human Genetics Applied.;"A contemporary view of genetic research as applied to human health and well-being. 
 
 Fall
 3 hours lecture; 1 hour conference optional
 Prerequisites: BIOL 202 or BIOL 302, BIOL 219 or BIOL 200 plus either BIOL 201 or ANAT 212/BIOC212.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Midterm Exam, Optional Tutorial 
 
 Faculty of Science 
 Biology Department";A contemporary view of genetic research as applied to human health and well-being. ; BIOL 202 or BIOL 302, BIOL 219 or BIOL 200 plus either BIOL 201 or ANAT 212/BIOC212.; Fall;"3 hours lecture; 1 hour conference optional";1458;BIOL;370;Lecture;30;Thomas  Kitzler, Ioannis John Trakadis, Carl Philip Ernst, Jennifer  Fitzpatrick, Yojiro  Yamanaka, James  Engert, John Brent  Richards, Roberta M  Palmour, Loydie  Majewska, Asangla  Ao, Swneke Donovan Bailey;Active
40;BIOL 395 ;Quantitative Biology Seminar.;"Overview of concepts and current research in quantitative biology; theoretical ecology and evolution, computational biology, and physical biology. 
 
 Fall
 Prerequisites: BIOL 219; or BIOL 200 plus BIOL 201 or ANAT 212 or BIOC 212; CHEM 212; COMP 202 or COMP 204 or COMP 250; MATH 222; or permission of instructor.
 Restriction: Only open to U2 students in the following programs: B.Sc.; Major and Honours in Biology; Quantitative Biology, B.Sc.; Major and Honours Computer Science and Biology, B.Sc.; Major Biology and Mathematics, B.Sc.; Major Physiology and Mathematics, B.Sc.; Major Physiology and Physics, B.Sc.; Major and Honours Chemistry; Biophysical Chemistry, and B.Sc.; Major and Honours Physics; Biological Physics.
 
 1.000 Credit hours 
 
 Schedule Types: Seminar 
 
 Faculty of Science 
 Biology Department";"Overview of concepts and current research in quantitative biology; theoretical ecology and evolution, computational biology, and physical biology. 
 ";"BIOL 219; or BIOL 200 plus BIOL 201 or ANAT 212 or BIOC 212; CHEM 212; COMP 202 or COMP 204 or COMP 250; MATH 222; or permission of instructor."; Fall;;1460;BIOL;395;Seminar;10;Jun  Ding, Lars Lonsmann  Iversen, Abigail  Gerhold, Arnold Ludwig Hayer, Paul  Francois, Stephanie Crane Weber, Natalie  Reznikov, Shelton Michael Hendricks, Allen Joseph Ehrlicher, Marlene H Oeffinger, Claudia  Kleinman, Khanh Huy  Bui;Active
41;BIOL 427 ;Herpetology.;"Principles of biology as exemplified by amphibians and reptiles. Topics include: adaptation, social behaviour, reproductive strategies, physiology, biomechanics, ecology, biogeography and evolution. Laboratories will emphasize structure, systematics and identification of local and world herpetofauna as well as field methods. 
 
 Taught in alternate years
 Fall
 2 hours lecture; 3 hours laboratory
 Prerequisite: BIOL 205 and BIOL 305 or permission of instructor.
 Restriction: Not open to students who have taken BIOL 327.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam, Laboratory 
 All Sections for this Course 
 
 Faculty of Science 
 Biology Department";Principles of biology as exemplified by amphibians and reptiles. Topics include: adaptation, social behaviour, reproductive strategies, physiology, biomechanics, ecology, biogeography and evolution. Laboratories will emphasize structure, systematics and identification of local and world herpetofauna as well as field methods. ;BIOL 205 and BIOL 305 or permission of instructor.; Fall;;1464;BIOL;427;Lecture;30;David M  Green;Active
42;BIOL 432 ;Limnology.;"A study of the physical, chemical and biological properties of lakes and other inland waters, with emphasis on their functioning as systems. 
 
 Fall
 3 hours lecture
 Prerequisites: BIOL 206 and BIOL 215 or permission of instructor.
 Restrictions: Not open to students who have taken or are taking ENVB 315.
 This course, involving two field weekends, has an additional fee of $343.03, which includes room and board and transportation. The fee is refundable during the period where a student can drop the course with full refund. The Department of Biology subsidizes a portion of the cost for this activity.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Final Exam 
 
 Faculty of Science 
 Biology Department";A study of the physical, chemical and biological properties of lakes and other inland waters, with emphasis on their functioning as systems. ;BIOL 206 and BIOL 215 or permission of instructor.; Fall;;1466;BIOL;432;Lecture;30;Irene  Gregory-Eaves, Lars Lonsmann  Iversen;Active
43;BIOL 436 ;Evolution and Society.;"Explores the impact that biological evolution and evolutionary thinking have on society. Topics include intelligence, language, race, gender, medicine, genetically modified organisms, politics, and creationism. 
 
 Fall
 Prerequisite: BIOL 304 or permission of the instructor
 Course instructors will introduce each topic and lead discussion, while an invited lecturer will focus on a particular aspect of that topic.
 Enrolment limited to 25 students.
 
 3.000 Credit hours 
 
 Schedule Types: Lecture 
 
 Faculty of Science 
 Biology Department";Explores the impact that biological evolution and evolutionary thinking have on society. Topics include intelligence, language, race, gender, medicine, genetically modified organisms, politics, and creationism. ;BIOL 304 or permission of the instructor; Fall;;1467;BIOL;436;Lecture;30;Ehab  Abouheif, Simon Matthew Reader;Active
44;BIOL 465 ;Conservation Biology.;"Discussion of relevant theoretical and applied issues in conservation biology. Topics: biodiversity, population viability analysis, community dynamics, biology of rarity, extinction, habitat fragmentation, social issues. 
 
 Fall
 3 hours lecture
 Prerequisite: BIOL 215 OR both ENVR 200 and ENVR 202
 
 3.000 Credit hours 
 
 Schedule Types: Lecture, Presentation 
 
 Faculty of Science 
 Biology Department";Discussion of relevant theoretical and applied issues in conservation biology. Topics: biodiversity, population viability analysis, community dynamics, biology of rarity, extinction, habitat fragmentation, social issues. ;BIOL 215 OR both ENVR 200 and ENVR 202; Fall;;1468;BIOL;465;Lecture;30;Andrew  Gonzalez, Lauren J. Chapman;Active
